camera_id,name,latitude,longitude,area,is_online,image_url,video_url,corridor,in_region,match_reason
ed12f2da-9f65-44f0-a162-123c412716c6,Canal Street @ Allen Street,40.7150861999536,-73.9925114202795,Manhattan,True,https://webcams.nyctmc.org/api/cameras/ed12f2da-9f65-44f0-a162-123c412716c6/image,,,True,inside polygon
c61490de-9ab7-4321-919c-cf8ad9ca5100,2 Ave @ 59 St (QBB),40.760978,-73.964082,Manhattan,True,https://webcams.nyctmc.org/api/cameras/c61490de-9ab7-4321-919c-cf8ad9ca5100/image,,Queensboro Bridge,True,inside polygon
cb43382f-7b5f-43a7-918b-607a69b2fb3a,Pearl St @ Dover,40.709457,-74.00171,Manhattan,True,https://webcams.nyctmc.org/api/cameras/cb43382f-7b5f-43a7-918b-607a69b2fb3a/image,,,True,inside polygon
c6022d8a-69df-45be-aadd-ec39a18a18fb,Br Br-20 S Rdwy FDR Dr,40.708045,-73.999541,Manhattan,True,https://webcams.nyctmc.org/api/cameras/c6022d8a-69df-45be-aadd-ec39a18a18fb/image,,FDR Drive,True,inside polygon
c65db13c-61ee-4e8c-859f-fa52a297114a,BB-27A Manhattan Tower South,40.707138,-73.998502,Manhattan,True,https://webcams.nyctmc.org/api/cameras/c65db13c-61ee-4e8c-859f-fa52a297114a/image,,,True,inside polygon
afff9762-e6d4-4b4d-a2e7-60c13763dd16,Bowery @ Cooper Sq & 4 St,40.727155,-73.991628,Manhattan,True,https://webcams.nyctmc.org/api/cameras/afff9762-e6d4-4b4d-a2e7-60c13763dd16/image,,,True,inside polygon
c75873dc-16d0-4e9c-b5b5-1c6ede0b0b63,FDR @ E 6 St,40.721494,-73.974554,Manhattan,True,https://webcams.nyctmc.org/api/cameras/c75873dc-16d0-4e9c-b5b5-1c6ede0b0b63/image,,FDR Drive,True,inside polygon
d47d2f63-cdc1-4f28-bc4c-e64ac07e4f1d,Union Sq @ 14 St,40.73483,-73.99087,Manhattan,True,https://webcams.nyctmc.org/api/cameras/d47d2f63-cdc1-4f28-bc4c-e64ac07e4f1d/image,,,True,inside polygon
d560faa5-0f60-4ac4-ae1e-b4af096d9adc,BB-16 South Rdwy @ Manhattan Anchorage,40.709355,-74.001053,Brooklyn,True,https://webcams.nyctmc.org/api/cameras/d560faa5-0f60-4ac4-ae1e-b4af096d9adc/image,,,True,inside polygon
e73b2210-e5e7-42c0-a48f-5ce07b28da43,Park Ave @ 96 St,40.786516,-73.952456,Manhattan,True,https://webcams.nyctmc.org/api/cameras/e73b2210-e5e7-42c0-a48f-5ce07b28da43/image,,East Side avenues,True,inside polygon
